protein_id	Seq MD5 digest	Sequence length	Analysis	Signature accession	Signature description	Start location	Stop location	Score	Status	Date of run	Interpro annotations - accession	Interpro annotation - description	optional: GO terms	optional: Pathway annotation
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM01411	GCC2_GCC3_2	1049	1089	13.0	T	14-10-2020	IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM01411	GCC2_GCC3_2	513	553	43.0	T	14-10-2020	IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM01411	GCC2_GCC3_2	1584	1624	57.0	T	14-10-2020	IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM01411	GCC2_GCC3_2	692	732	13.0	T	14-10-2020	IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM01411	GCC2_GCC3_2	1406	1446	34.0	T	14-10-2020	IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM01411	GCC2_GCC3_2	870	910	43.0	T	14-10-2020	IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM01411	GCC2_GCC3_2	1227	1267	35.0	T	14-10-2020	IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SUPERFAMILY	SSF57184	Growth factor receptor domain	1622	1786	2.96E-5	T	14-10-2020	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	83	377	2.8E-29	T	14-10-2020				
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SMART	SM00645	pept_c1	107	388	6.8E-15	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_069129	1ddc87e9354c73e45292faa9690370ae	1994	SUPERFAMILY	SSF54001	Cysteine proteinases	20	384	2.37E-45	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	PRINTS	PR00705	Papain cysteine protease (C1) family signature	125	140	8.6E-7	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	PRINTS	PR00705	Papain cysteine protease (C1) family signature	350	356	8.6E-7	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	PRINTS	PR00705	Papain cysteine protease (C1) family signature	335	345	8.6E-7	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	82	377	1.5E-30	T	14-10-2020				
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	Pfam	PF00112	Papain family cysteine protease	109	378	3.4E-28	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	333	343	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	SMART	SM00645	pept_c1	107	386	8.1E-17	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	CDD	cd02248	Peptidase_C1A	110	374	1.29268E-45	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	82	377	1.5E-30	T	14-10-2020				
HIN_074077	a3e049b6e7768211ddb20ed92a2cfde8	456	SUPERFAMILY	SSF54001	Cysteine proteinases	14	386	1.83E-49	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_076540	1a59929623702086a7543baccbf9a0f6	422	Pfam	PF00112	Papain family cysteine protease	111	361	1.2E-8	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_076540	1a59929623702086a7543baccbf9a0f6	422	SUPERFAMILY	SSF54001	Cysteine proteinases	13	360	5.68E-22	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_078209	8cd6fdb5193cd08d6e7e5cc5d6662211	422	Pfam	PF00112	Papain family cysteine protease	111	361	2.0E-8	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_078209	8cd6fdb5193cd08d6e7e5cc5d6662211	422	SUPERFAMILY	SSF54001	Cysteine proteinases	13	360	9.62E-22	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_078211	b11f61a0463f1ab4d35b92171bc770cf	422	Pfam	PF00112	Papain family cysteine protease	111	361	1.8E-8	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_078211	b11f61a0463f1ab4d35b92171bc770cf	422	SUPERFAMILY	SSF54001	Cysteine proteinases	13	360	8.37E-21	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	CDD	cd02248	Peptidase_C1A	111	375	8.00885E-38	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	SUPERFAMILY	SSF57184	Growth factor receptor domain	507	650	3.14E-6	T	14-10-2020	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	SMART	SM00645	pept_c1	108	387	2.0E-13	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	PANTHER	PTHR12411:SF741	SI:DKEY-228A15.1-RELATED	67	376	1.1E-20	T	14-10-2020				
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	334	344	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	67	376	1.1E-20	T	14-10-2020				
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	SUPERFAMILY	SSF54001	Cysteine proteinases	15	386	9.49E-43	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_078508	4082dd08cb59ce05b26dffbec728dace	775	Pfam	PF00112	Papain family cysteine protease	111	378	6.4E-25	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	CDD	cd02248	Peptidase_C1A	111	375	8.00885E-38	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	SUPERFAMILY	SSF57184	Growth factor receptor domain	507	650	3.14E-6	T	14-10-2020	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	SMART	SM00645	pept_c1	108	387	2.0E-13	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	PANTHER	PTHR12411:SF741	SI:DKEY-228A15.1-RELATED	67	376	1.1E-20	T	14-10-2020				
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	334	344	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	67	376	1.1E-20	T	14-10-2020				
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	SUPERFAMILY	SSF54001	Cysteine proteinases	15	386	9.49E-43	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_078512	4082dd08cb59ce05b26dffbec728dace	775	Pfam	PF00112	Papain family cysteine protease	111	378	6.4E-25	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	81	376	1.1E-30	T	14-10-2020				
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	81	376	1.1E-30	T	14-10-2020				
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	SUPERFAMILY	SSF54001	Cysteine proteinases	20	384	3.73E-45	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	332	342	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	Pfam	PF00112	Papain family cysteine protease	108	377	1.8E-28	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	PRINTS	PR00705	Papain cysteine protease (C1) family signature	124	139	2.4E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	PRINTS	PR00705	Papain cysteine protease (C1) family signature	349	355	2.4E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	PRINTS	PR00705	Papain cysteine protease (C1) family signature	334	344	2.4E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	CDD	cd02248	Peptidase_C1A	109	386	3.28956E-42	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_090273	387ecb9e0175ce5e05380604e0794d79	691	SMART	SM00645	pept_c1	106	385	1.3E-16	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090281	8d0894794dceb49b3a29770378c59420	733	MobiDBLite	mobidb-lite	consensus disorder prediction	713	733	-	T	14-10-2020				
HIN_090281	8d0894794dceb49b3a29770378c59420	733	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	22	373	4.4E-24	T	14-10-2020				
HIN_090281	8d0894794dceb49b3a29770378c59420	733	Pfam	PF00112	Papain family cysteine protease	108	377	8.7E-27	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090281	8d0894794dceb49b3a29770378c59420	733	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	332	342	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_090281	8d0894794dceb49b3a29770378c59420	733	SUPERFAMILY	SSF54001	Cysteine proteinases	15	383	5.42E-46	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_090281	8d0894794dceb49b3a29770378c59420	733	CDD	cd02248	Peptidase_C1A	109	386	3.67592E-41	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_090281	8d0894794dceb49b3a29770378c59420	733	PANTHER	PTHR12411:SF741	SI:DKEY-228A15.1-RELATED	22	373	4.4E-24	T	14-10-2020				
HIN_090281	8d0894794dceb49b3a29770378c59420	733	PRINTS	PR00705	Papain cysteine protease (C1) family signature	334	344	1.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090281	8d0894794dceb49b3a29770378c59420	733	PRINTS	PR00705	Papain cysteine protease (C1) family signature	349	355	1.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090281	8d0894794dceb49b3a29770378c59420	733	PRINTS	PR00705	Papain cysteine protease (C1) family signature	124	139	1.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_090281	8d0894794dceb49b3a29770378c59420	733	MobiDBLite	mobidb-lite	consensus disorder prediction	719	733	-	T	14-10-2020				
HIN_090281	8d0894794dceb49b3a29770378c59420	733	SMART	SM00645	pept_c1	106	385	1.4E-19	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	SUPERFAMILY	SSF54001	Cysteine proteinases	21	384	2.07E-45	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	Pfam	PF00112	Papain family cysteine protease	109	378	1.5E-27	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	CDD	cd02248	Peptidase_C1A	110	387	3.6589E-41	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	19	374	7.0E-24	T	14-10-2020				
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	333	343	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	PANTHER	PTHR12411:SF741	SI:DKEY-228A15.1-RELATED	19	374	7.0E-24	T	14-10-2020				
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	PRINTS	PR00705	Papain cysteine protease (C1) family signature	335	345	2.8E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	PRINTS	PR00705	Papain cysteine protease (C1) family signature	125	140	2.8E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	PRINTS	PR00705	Papain cysteine protease (C1) family signature	350	356	2.8E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092029	21c202f4add11ccd6472e78faf320ddc	734	SMART	SM00645	pept_c1	107	386	5.2E-16	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	MobiDBLite	mobidb-lite	consensus disorder prediction	713	733	-	T	14-10-2020				
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	Pfam	PF00112	Papain family cysteine protease	108	377	8.7E-27	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	332	342	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	CDD	cd02248	Peptidase_C1A	109	386	4.22076E-41	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	24	374	1.1E-31	T	14-10-2020				
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	24	374	1.1E-31	T	14-10-2020				
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	SUPERFAMILY	SSF54001	Cysteine proteinases	15	383	7.79E-46	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	PRINTS	PR00705	Papain cysteine protease (C1) family signature	334	344	1.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	PRINTS	PR00705	Papain cysteine protease (C1) family signature	349	355	1.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	PRINTS	PR00705	Papain cysteine protease (C1) family signature	124	139	1.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	MobiDBLite	mobidb-lite	consensus disorder prediction	719	733	-	T	14-10-2020				
HIN_092038	f279490cf04fb305a0fdf5275dec2f54	733	SMART	SM00645	pept_c1	106	385	1.4E-19	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	SUPERFAMILY	SSF54001	Cysteine proteinases	13	378	3.05E-46	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	SMART	SM00645	pept_c1	108	389	2.7E-13	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	CDD	cd02248	Peptidase_C1A	111	375	7.74994E-40	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	334	344	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	86	376	1.5E-29	T	14-10-2020				
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	PRINTS	PR00705	Papain cysteine protease (C1) family signature	351	357	2.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	PRINTS	PR00705	Papain cysteine protease (C1) family signature	126	141	2.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	PRINTS	PR00705	Papain cysteine protease (C1) family signature	336	346	2.1E-5	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	86	376	1.5E-29	T	14-10-2020				
HIN_094292	40b5a2daf13d1da6971f3c13fbc50445	656	Pfam	PF00112	Papain family cysteine protease	110	379	1.3E-24	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	83	378	1.8E-28	T	14-10-2020				
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	Pfam	PF00112	Papain family cysteine protease	110	379	3.6E-24	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	CDD	cd02248	Peptidase_C1A	111	375	1.15785E-37	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	334	344	-	T	14-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	SUPERFAMILY	SSF57184	Growth factor receptor domain	915	1081	2.57E-5	T	14-10-2020	IPR009030	Growth factor receptor cysteine-rich domain superfamily		
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	SUPERFAMILY	SSF54001	Cysteine proteinases	13	378	2.68E-45	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	83	378	1.8E-28	T	14-10-2020				
HIN_099011	95ec3d9f5bc0f7a0a6c9e322aeca69e8	1485	SMART	SM00645	pept_c1	108	389	3.3E-13	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	40	370	1.4E-25	T	13-10-2020				
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	CDD	cd02248	Peptidase_C1A	110	370	1.85287E-35	T	13-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	SMART	SM00645	pept_c1	107	382	5.4E-10	T	13-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	SUPERFAMILY	SSF54001	Cysteine proteinases	14	382	1.56E-44	T	13-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	ProSitePatterns	PS00639	Eukaryotic thiol (cysteine) proteases histidine active site.	329	339	-	T	13-10-2020	IPR025660	Cysteine peptidase, histidine active site		Reactome: R-HSA-2132295
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	PRINTS	PR00705	Papain cysteine protease (C1) family signature	125	140	3.0E-6	T	13-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	PRINTS	PR00705	Papain cysteine protease (C1) family signature	346	352	3.0E-6	T	13-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	PRINTS	PR00705	Papain cysteine protease (C1) family signature	331	341	3.0E-6	T	13-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	40	370	1.4E-25	T	13-10-2020				
HIN_100711	a618fa67f25c70d927289e0601ca19ff	587	Pfam	PF00112	Papain family cysteine protease	109	374	2.2E-27	T	13-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_007694	47ad33ecc8e73212107a2d3e909b521d	6739	Coils	Coil	Coil	6739	6739	-	T	13-10-2020				
HIN_007694	47ad33ecc8e73212107a2d3e909b521d	6739	PANTHER	PTHR23275:SF31	VSP AS8	1661	2642	5.1E-16	T	13-10-2020				
HIN_007694	47ad33ecc8e73212107a2d3e909b521d	6739	PANTHER	PTHR23275	CABRIOLET.-RELATED	1661	2642	5.1E-16	T	13-10-2020				
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SUPERFAMILY	SSF50985	RCC1/BLIP-II	2389	2676	7.19E-5	T	14-10-2020	IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	1035	1091	22.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	1149	1199	55.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	939	999	36.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	386	425	59.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	1861	1929	22.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	1280	1343	58.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	332	383	40.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015476	7964054aa11ae2c5976d3bcc8b464a12	2841	SMART	SM00261	furin_3	2023	2084	9.8	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015478	4644e3d9be04ae7545f2c97a93fdccfb	3714	SMART	SM00261	furin_3	2890	2951	9.7	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015478	4644e3d9be04ae7545f2c97a93fdccfb	3714	SMART	SM00261	furin_3	2728	2796	22.0	T	14-10-2020	IPR006212	Furin-like repeat		
HIN_015478	4644e3d9be04ae7545f2c97a93fdccfb	3714	SMART	SM00261	furin_3	319	367	69.0	T	14-10-2020	IPR006212	Furin-like repeat		
